name,inChampions,num,accuracy,basePower,category,pp,priority,flags,boosts,target,type,zMove,contestType,desc,shortDesc,critRatio,isZ,isNonstandard,drain,secondary,basePowerCallback,condition,volatileStatus,self,multihit,callsMove,sideCondition,hasCrashDamage,stallingMove,selfSwitch,ignoreImmunity,overrideOffensiveStat,maxMove,recoil,weather,ignoreEvasion,ignoreDefensive,forceSwitch,selfBoost,nonGhostTarget,status,smartTarget,damage,terrain,hasSheerForceBoost,selfdestruct,pseudoWeather,onDamagePriority,breaksProtect,secondaries,ohko,willCrit,overrideOffensivePokemon,isMax,ignoreAbility,slotCondition,heal,realMove,thawsTarget,mindBlownRecoil,multiaccuracy,overrideDefensiveStat,noPPBoosts,sleepUsable,tracksTarget,stealsBoosts,struggleRecoil
Bitter Malice,,841,100,75,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ghost,,,Has a 100% chance to lower the target's Attack by 1 stage.,100% chance to lower the target's Attack by 1.,,,,,"{'chance': 100, 'boosts': {'atk': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hole Eclipse,,654,TRUE,1,Physical,1,0,{},,normal,Dark,,Cool,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,,darkiniumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blast Burn,,307,90,150,Special,5,0,"{'recharge': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fire,,Beautiful,"If this move is successful, the user must recharge on the following turn and cannot select a move.",User cannot move next turn.,,,,,,,,,{'volatileStatus': 'mustrecharge'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaze Kick,,299,90,85,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fire,,Cool,Has a 10% chance to burn the target and a higher chance for a critical hit.,High critical hit ratio. 10% chance to burn.,2,,,,"{'chance': 10, 'status': 'brn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blazing Torque,,896,100,80,Physical,10,0,"{'protect': 1, 'failencore': 1, 'failmefirst': 1, 'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1, 'nosketch': 1}",,normal,Fire,,,Has a 30% chance to burn the target.,30% chance to burn the target.,,,Unobtainable,,"{'chance': 30, 'status': 'brn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bleakwind Storm,,846,80,100,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'wind': 1}",,allAdjacentFoes,Flying,,,"Has a 30% chance to lower the target's Speed by 1 stage. If the weather is Primordial Sea or Rain Dance, this move does not check accuracy. If this move is used against a Pokemon holding Utility Umbrella, this move's accuracy remains at 80%.",30% to lower foe(s) Speed by 1. Rain: can't miss.,,,,,"{'chance': 30, 'boosts': {'spe': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blizzard,,59,70,110,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'wind': 1}",,allAdjacentFoes,Ice,,Beautiful,"Has a 10% chance to freeze the target. If the weather is Snow, this move does not check accuracy.",10% chance to freeze foe(s). Can't miss in Snow.,,,,,"{'chance': 10, 'status': 'frz'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block,,335,TRUE,0,Status,5,0,"{'reflectable': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,{'boost': {'def': 1}},Cute,"Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.",Prevents the target from switching out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Moon,,901,100,140,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'cantusetwice': 1}",,normal,Normal,,,Cannot be selected the turn after it's used.,Cannot be selected the turn after it's used.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloom Doom,,644,TRUE,1,Physical,1,0,{},,normal,Grass,,Cool,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,,grassiumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Flare,,551,85,130,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fire,,Beautiful,Has a 20% chance to burn the target.,20% chance to burn the target.,,,,,"{'chance': 20, 'status': 'brn'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Press,,776,100,80,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Fighting,,,"Damage is calculated using the user's Defense stat as its Attack, including stat stage changes. Other effects that modify the Attack stat are used as normal.",Uses user's Def stat as Atk in damage calculation.,,,,,,,,,,,,,,,,,def,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Slam,,34,100,85,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1, 'minimize': 1}",,normal,Normal,,Tough,Has a 30% chance to paralyze the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.,30% chance to paralyze the target.,,,,,"{'chance': 30, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolt Beak,,754,100,85,Physical,10,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Electric,,,Power doubles if the user moves before the target.,Power doubles if user moves before the target.,,,Past,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolt Strike,,550,85,130,Physical,5,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Electric,,Beautiful,Has a 20% chance to paralyze the target.,20% chance to paralyze the target.,,,,,"{'chance': 20, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone Club,,125,85,65,Physical,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ground,,Tough,Has a 10% chance to make the target flinch.,10% chance to make the target flinch.,,,Past,,"{'chance': 10, 'volatileStatus': 'flinch'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonemerang,,155,90,50,Physical,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ground,,Tough,"Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",Hits 2 times in one turn.,,,Past,,,,,,,2,,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone Rush,,198,90,25,Physical,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Ground,{'basePower': 140},Tough,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",Hits 2-5 times in one turn.,,,,,,,,,,"[2, 5]",,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boomburst,,586,100,140,Special,10,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,allAdjacent,Normal,,Tough,No additional effect.,No additional effect. Hits adjacent Pokemon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bounce,,340,85,85,Physical,5,0,"{'contact': 1, 'charge': 1, 'protect': 1, 'mirror': 1, 'gravity': 1, 'distance': 1, 'metronome': 1, 'nosleeptalk': 1, 'noassist': 1, 'failinstruct': 1}",,any,Flying,,Cute,"Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister, and Gust and Twister have doubled power when used against it. If the user is holding a Power Herb, the move completes in one turn.",Bounces turn 1. Hits turn 2. 30% paralyze.,,,,,"{'chance': 30, 'status': 'par'}",,{'duration': 2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouncy Bubble,,733,100,60,Special,20,0,"{'protect': 1, 'mirror': 1, 'heal': 1}",,normal,Water,,Clever,"The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",User recovers 50% of the damage dealt.,,,LGPE,"[1, 2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branch Poke,,785,100,40,Physical,40,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,normal,Grass,,,No additional effect.,No additional effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brave Bird,,413,100,120,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'distance': 1, 'metronome': 1}",,any,Flying,,Cool,"If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",Has 33% recoil.,,,,,,,,,,,,,,,,,,,"[33, 100]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breaking Swipe,,784,100,60,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1}",,allAdjacentFoes,Dragon,,,Has a 100% chance to lower the target's Attack by 1 stage.,100% chance to lower the foe(s) Attack by 1.,,,,,"{'chance': 100, 'boosts': {'atk': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breakneck Blitz,,622,TRUE,1,Physical,1,0,{},,normal,Normal,,Cool,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,,normaliumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brick Break,,280,100,75,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Fighting,,Cool,"If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.","Destroys screens, unless the target is immune.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brine,,362,100,65,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Water,,Tough,Power doubles if the target has less than or equal to half of its maximum HP remaining.,Power doubles if the target's HP is 50% or less.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutal Swing,,693,100,60,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacent,Dark,,Tough,No additional effect.,No additional effect. Hits adjacent Pokemon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubble,,145,100,40,Special,30,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Water,,Cute,Has a 10% chance to lower the target's Speed by 1 stage.,10% chance to lower the foe(s) Speed by 1.,,,Past,,"{'chance': 10, 'boosts': {'spe': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bubble Beam,,61,100,65,Special,20,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Water,,Beautiful,Has a 10% chance to lower the target's Speed by 1 stage.,10% chance to lower the target's Speed by 1.,,,,,"{'chance': 10, 'boosts': {'spe': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug Bite,,450,100,60,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Bug,,Cute,"If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately, gaining its effects even if the user's item is being ignored. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",User steals and eats the target's Berry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug Buzz,,405,100,90,Special,10,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1, 'metronome': 1}",,normal,Bug,,Beautiful,Has a 10% chance to lower the target's Special Defense by 1 stage.,10% chance to lower the target's Sp. Def by 1.,,,,,"{'chance': 10, 'boosts': {'spd': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulk Up,,339,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}","{'atk': 1, 'def': 1}",self,Fighting,{'boost': {'atk': 1}},Cool,Raises the user's Attack and Defense by 1 stage.,Raises the user's Attack and Defense by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulldoze,,523,100,60,Physical,20,0,"{'protect': 1, 'mirror': 1, 'nonsky': 1, 'metronome': 1}",,allAdjacent,Ground,,Tough,Has a 100% chance to lower the target's Speed by 1 stage.,100% chance lower adjacent Pkmn Speed by 1.,,,,,"{'chance': 100, 'boosts': {'spe': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullet Punch,,418,100,40,Physical,30,1,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1, 'metronome': 1}",,normal,Steel,,Tough,No additional effect.,Usually goes first.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bullet Seed,,331,100,25,Physical,30,0,"{'protect': 1, 'mirror': 1, 'metronome': 1, 'bullet': 1}",,normal,Grass,{'basePower': 140},Cool,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",Hits 2-5 times in one turn.,,,,,,,,,,"[2, 5]",,,,,,,,{'basePower': 130},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burning Bulwark,,908,TRUE,0,Status,10,4,"{'metronome': 1, 'noassist': 1, 'failcopycat': 1}",,self,Fire,,,"The user is protected from most attacks made by other Pokemon during this turn, and Pokemon trying to make contact with the user become burned. Non-damaging moves go through this protection. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",Protects from damaging attacks. Contact: burn.,,,,,,,"{'duration': 1, 'onTryHitPriority': 3}",burningbulwark,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burning Jealousy,,807,100,70,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,allAdjacentFoes,Fire,,Tough,Has a 100% chance to burn the target if it had a stat stage raised this turn.,100% burns a target that had a stat rise this turn.,,,,,{'chance': 100},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burn Up,,682,100,130,Special,5,0,"{'protect': 1, 'mirror': 1, 'defrost': 1, 'metronome': 1}",,normal,Fire,,Clever,"Fails unless the user is a Fire type. If this move is successful and the user is not Terastallized, the user's Fire type becomes typeless as long as it remains active.",User's Fire type becomes typeless; must be Fire.,,,Unobtainable,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzy Buzz,,734,100,60,Special,20,0,"{'protect': 1, 'mirror': 1}",,normal,Electric,,Clever,Has a 100% chance to paralyze the foe.,100% chance to paralyze the foe.,,,LGPE,,"{'chance': 100, 'status': 'par'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calm Mind,,347,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}","{'spa': 1, 'spd': 1}",self,Psychic,{'effect': 'clearnegativeboost'},Clever,Raises the user's Special Attack and Special Defense by 1 stage.,Raises the user's Sp. Atk and Sp. Def by 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camouflage,,293,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}",,self,Normal,{'boost': {'evasion': 1}},Clever,"The user's type changes based on the battle terrain. Normal type on the regular Wi-Fi terrain, Electric type during Electric Terrain, Fairy type during Misty Terrain, Grass type during Grassy Terrain, and Psychic type during Psychic Terrain. Fails if the user's type cannot be changed or if the user is already purely that type.",Changes user's type by terrain (default Normal).,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captivate,,445,100,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'metronome': 1}",{'spa': -2},allAdjacentFoes,Normal,{'boost': {'spd': 2}},Cute,"Lowers the target's Special Attack by 2 stages. The target is unaffected if both the user and the target are the same gender, or if either is genderless. Pokemon with the Oblivious Ability are immune.",Lowers the foe(s) Sp. Atk by 2 if opposite gender.,,,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catastropika,,658,TRUE,210,Physical,1,0,{'contact': 1},,normal,Electric,,Cool,No additional effect.,No additional effect.,,pikaniumz,Past,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceaseless Edge,,845,90,65,Physical,15,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'slicing': 1}",,normal,Dark,,,"If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. A maximum of three layers may be set, and opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",Sets a layer of Spikes on the opposing side.,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebrate,,606,TRUE,0,Status,40,0,"{'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1}",,self,Normal,"{'boost': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}",Cute,No competitive use.,No competitive use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge,,268,TRUE,0,Status,20,0,"{'snatch': 1, 'metronome': 1}",{'spd': 1},self,Electric,{'boost': {'spd': 1}},Clever,"Raises the user's Special Defense by 1 stage. The user's next Electric-type attack will have its power doubled; the effect ends when the user is no longer active, or after the user attempts to use any Electric-type move besides Charge, even if it is not successful.","+1 SpD, user's next Electric move 2x power.",,,,,,,{'onBasePowerPriority': 9},charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge Beam,,451,90,50,Special,10,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Electric,,Beautiful,Has a 70% chance to raise the user's Special Attack by 1 stage.,70% chance to raise the user's Sp. Atk by 1.,,,,,"{'chance': 70, 'self': {'boosts': {'spa': 1}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charm,,204,100,0,Status,20,0,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1, 'metronome': 1}",{'atk': -2},normal,Fairy,{'boost': {'def': 1}},Cute,Lowers the target's Attack by 2 stages.,Lowers the target's Attack by 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatter,,448,100,65,Special,20,0,"{'protect': 1, 'mirror': 1, 'sound': 1, 'distance': 1, 'bypasssub': 1, 'nosleeptalk': 1, 'noassist': 1, 'failcopycat': 1, 'failmimic': 1, 'failinstruct': 1}",,any,Flying,,Cute,Has a 100% chance to confuse the target.,100% chance to confuse the target.,,,Past,,"{'chance': 100, 'volatileStatus': 'confusion'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilling Water,,886,100,50,Special,20,0,"{'protect': 1, 'mirror': 1}",,normal,Water,,Beautiful,Has a 100% chance to lower the target's Attack by 1 stage.,100% chance to lower the target's Attack by 1.,,,,,"{'chance': 100, 'boosts': {'atk': -1}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chilly Reception,,881,TRUE,0,Status,10,0,{},,all,Ice,,,"For 5 turns, the weather becomes Snow. The user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members.",Starts Snow. User switches out.,,,,,,,"{'duration': 1, 'onBeforeMovePriority': 100}",,,,,,,,TRUE,,,,,snowscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Away,,498,100,70,Physical,20,0,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Normal,,Tough,"Ignores the target's stat stage changes, including evasiveness.",Ignores the target's stat stage changes.,,,Past,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chloroblast,,835,95,150,Special,5,0,"{'protect': 1, 'mirror': 1, 'metronome': 1}",,normal,Grass,,,"If this move is successful, the user loses 1/2 of its maximum HP, rounded up, unless the user has the Magic Guard or Rock Head Abilities.",User loses 50% max HP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle Throw,,509,90,60,Physical,10,-6,"{'contact': 1, 'protect': 1, 'mirror': 1, 'metronome': 1, 'noassist': 1, 'failcopycat': 1}",,normal,Fighting,,Cool,"If both the user and the target have not fainted, the target is forced to switch out and be replaced with a random unfainted ally. This effect fails if the target is under the effect of Ingrain, has the Suction Cups Ability, or this move hit a substitute.",Forces the target to switch to a random ally.,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
