,num,name,ID,type1,type2,genderRatio,baseHP,baseAtt,baseDef,baseSpA,baseSpD,baseSpe,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,tier,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,isNonstandard,changesFrom,evoCondition,evoType,gender,gen,evoItem,evoRegion,mother,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,isCosmeticForme,requiredItems,cannotDynamax,requiredTeraType
nidoranm,32,Nidoran-M,0032_nidoran-m,['Poison'],,,,,,,,,"{'hp': 46, 'atk': 57, 'def': 40, 'spa': 40, 'spd': 40, 'spe': 50}","{'0': 'Poison Point', '1': 'Rivalry', 'H': 'Hustle'}",0.5,9,Purple,['Nidorino'],"['Monster', 'Field']",Illegal,,,,,,,,,Past,,,,M,,,,nidoranf,,,,,,,,,,,,,
nidorino,33,Nidorino,0033_nidorino,['Poison'],,,,,,,,,"{'hp': 61, 'atk': 72, 'def': 57, 'spa': 55, 'spd': 55, 'spe': 65}","{'0': 'Poison Point', '1': 'Rivalry', 'H': 'Hustle'}",0.9,19.5,Purple,['Nidoking'],"['Monster', 'Field']",Illegal,Nidoran-M,16,,,,,,,Past,,,,M,,,,,,,,,,,,,,,,,
nidoking,34,Nidoking,0034_nidoking,"['Poison', 'Ground']",,,,,,,,,"{'hp': 81, 'atk': 102, 'def': 77, 'spa': 85, 'spd': 75, 'spe': 85}","{'0': 'Poison Point', '1': 'Rivalry', 'H': 'Sheer Force'}",1.4,62,Purple,,"['Monster', 'Field']",Illegal,Nidorino,,,,,,,,Past,,,useItem,M,,Moon Stone,,,,,,,,,,,,,,,
clefairy,35,Clefairy,0035_clefairy,['Fairy'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 70, 'atk': 45, 'def': 48, 'spa': 60, 'spd': 65, 'spe': 35}","{'0': 'Cute Charm', '1': 'Magic Guard', 'H': 'Friend Guard'}",0.6,7.5,Pink,['Clefable'],['Fairy'],NFE,Cleffa,,,,,,,,,,,levelFriendship,,,,,,,,,,,,,,,,,,
clefable,36,Clefable,0036_clefable,['Fairy'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 95, 'atk': 70, 'def': 73, 'spa': 95, 'spd': 90, 'spe': 60}","{'0': 'Cute Charm', '1': 'Magic Guard', 'H': 'Unaware'}",1.3,40,Pink,,['Fairy'],OU,Clefairy,,['Clefable-Mega'],"['Clefable', 'Clefable-Mega']",,,,,,,,useItem,,,Moon Stone,,,,,,,,,,,,,,,
clefablemega,36,Clefable-Mega,0036_clefable-mega,"['Fairy', 'Flying']",,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 95, 'atk': 80, 'def': 93, 'spa': 135, 'spd': 110, 'spe': 70}","{'0': 'Cute Charm', '1': 'Magic Guard', 'H': 'Unaware'}",1.7,42.3,Pink,,['Field'],Illegal,,,,,,Clefable,Mega,Clefablite,Future,,,,,9,,,,,,,,,,,,,,,,
vulpix,37,Vulpix,0037_vulpix,['Fire'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 38, 'atk': 41, 'def': 40, 'spa': 50, 'spd': 65, 'spe': 65}","{'0': 'Flash Fire', 'H': 'Drought'}",0.6,9.9,Brown,['Ninetales'],['Field'],NFE,,,['Vulpix-Alola'],"['Vulpix', 'Vulpix-Alola']",,,,,,,,,,,,,,,,,,,,,,,,,,
vulpixalola,37,Vulpix-Alola,0037_vulpix-alola,['Ice'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 38, 'atk': 41, 'def': 40, 'spa': 50, 'spd': 65, 'spe': 65}","{'0': 'Snow Cloak', 'H': 'Snow Warning'}",0.6,9.9,White,['Ninetales-Alola'],['Field'],NFE,,,,,,Vulpix,Alola,,,,,,,,,,,,,,,,,,,,,,,
ninetales,38,Ninetales,0038_ninetales,['Fire'],,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 73, 'atk': 76, 'def': 75, 'spa': 81, 'spd': 100, 'spe': 100}","{'0': 'Flash Fire', 'H': 'Drought'}",1.1,19.9,Yellow,,['Field'],ZU,Vulpix,,['Ninetales-Alola'],"['Ninetales', 'Ninetales-Alola']",,,,,,,,useItem,,,Fire Stone,,,,,,,,,,,,,,,
ninetalesalola,38,Ninetales-Alola,0038_ninetales-alola,"['Ice', 'Fairy']",,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 73, 'atk': 67, 'def': 75, 'spa': 81, 'spd': 100, 'spe': 109}","{'0': 'Snow Cloak', 'H': 'Snow Warning'}",1.1,19.9,Blue,,['Field'],PU,Vulpix-Alola,,,,,Ninetales,Alola,,,,,useItem,,,Ice Stone,,,,,,,,,,,,,,,
jigglypuff,39,Jigglypuff,0039_jigglypuff,"['Normal', 'Fairy']",,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 115, 'atk': 45, 'def': 20, 'spa': 45, 'spd': 25, 'spe': 20}","{'0': 'Cute Charm', '1': 'Competitive', 'H': 'Friend Guard'}",0.5,5.5,Pink,['Wigglytuff'],['Fairy'],NFE,Igglybuff,,,,,,,,,,,levelFriendship,,,,,,,,,,,,,,,,,,
wigglytuff,40,Wigglytuff,0040_wigglytuff,"['Normal', 'Fairy']",,"{'M': 0.25, 'F': 0.75}",,,,,,,"{'hp': 140, 'atk': 70, 'def': 45, 'spa': 85, 'spd': 50, 'spe': 45}","{'0': 'Cute Charm', '1': 'Competitive', 'H': 'Frisk'}",1,12,Pink,,['Fairy'],ZU,Jigglypuff,,,,,,,,,,,useItem,,,Moon Stone,,,,,,,,,,,,,,,
zubat,41,Zubat,0041_zubat,"['Poison', 'Flying']",,,,,,,,,"{'hp': 40, 'atk': 45, 'def': 35, 'spa': 30, 'spd': 40, 'spe': 55}","{'0': 'Inner Focus', 'H': 'Infiltrator'}",0.8,7.5,Purple,['Golbat'],['Flying'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
golbat,42,Golbat,0042_golbat,"['Poison', 'Flying']",,,,,,,,,"{'hp': 75, 'atk': 80, 'def': 70, 'spa': 65, 'spd': 75, 'spe': 90}","{'0': 'Inner Focus', 'H': 'Infiltrator'}",1.6,55,Purple,['Crobat'],['Flying'],Illegal,Zubat,22,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
oddish,43,Oddish,0043_oddish,"['Grass', 'Poison']",,,,,,,,,"{'hp': 45, 'atk': 50, 'def': 55, 'spa': 75, 'spd': 65, 'spe': 30}","{'0': 'Chlorophyll', 'H': 'Run Away'}",0.5,5.4,Blue,['Gloom'],['Grass'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gloom,44,Gloom,0044_gloom,"['Grass', 'Poison']",,,,,,,,,"{'hp': 60, 'atk': 65, 'def': 70, 'spa': 85, 'spd': 75, 'spe': 40}","{'0': 'Chlorophyll', 'H': 'Stench'}",0.8,8.6,Blue,"['Vileplume', 'Bellossom']",['Grass'],NFE,Oddish,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vileplume,45,Vileplume,0045_vileplume,"['Grass', 'Poison']",,,,,,,,,"{'hp': 75, 'atk': 80, 'def': 85, 'spa': 110, 'spd': 90, 'spe': 50}","{'0': 'Chlorophyll', 'H': 'Effect Spore'}",1.2,18.6,Red,,['Grass'],NU,Gloom,,,,,,,,,,,useItem,,,Leaf Stone,,,,,,,,,,,,,,,
paras,46,Paras,0046_paras,"['Bug', 'Grass']",,,,,,,,,"{'hp': 35, 'atk': 70, 'def': 55, 'spa': 45, 'spd': 55, 'spe': 25}","{'0': 'Effect Spore', '1': 'Dry Skin', 'H': 'Damp'}",0.3,5.4,Red,['Parasect'],"['Bug', 'Grass']",Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
parasect,47,Parasect,0047_parasect,"['Bug', 'Grass']",,,,,,,,,"{'hp': 60, 'atk': 95, 'def': 80, 'spa': 60, 'spd': 80, 'spe': 30}","{'0': 'Effect Spore', '1': 'Dry Skin', 'H': 'Damp'}",1,29.5,Red,,"['Bug', 'Grass']",Illegal,Paras,24,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
venonat,48,Venonat,0048_venonat,"['Bug', 'Poison']",,,,,,,,,"{'hp': 60, 'atk': 55, 'def': 50, 'spa': 40, 'spd': 55, 'spe': 45}","{'0': 'Compound Eyes', '1': 'Tinted Lens', 'H': 'Run Away'}",1,30,Purple,['Venomoth'],['Bug'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venomoth,49,Venomoth,0049_venomoth,"['Bug', 'Poison']",,,,,,,,,"{'hp': 70, 'atk': 65, 'def': 60, 'spa': 90, 'spd': 75, 'spe': 90}","{'0': 'Shield Dust', '1': 'Tinted Lens', 'H': 'Wonder Skin'}",1.5,12.5,Purple,,['Bug'],ZUBL,Venonat,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diglett,50,Diglett,0050_diglett,['Ground'],,,,,,,,,"{'hp': 10, 'atk': 55, 'def': 25, 'spa': 35, 'spd': 45, 'spe': 95}","{'0': 'Sand Veil', '1': 'Arena Trap', 'H': 'Sand Force'}",0.2,0.8,Brown,['Dugtrio'],['Field'],NFE,,,['Diglett-Alola'],"['Diglett', 'Diglett-Alola']",,,,,,,,,,,,,,,,,,,,,,,,,,
diglettalola,50,Diglett-Alola,0050_diglett-alola,"['Ground', 'Steel']",,,,,,,,,"{'hp': 10, 'atk': 55, 'def': 30, 'spa': 35, 'spd': 45, 'spe': 90}","{'0': 'Sand Veil', '1': 'Tangling Hair', 'H': 'Sand Force'}",0.2,1,Brown,['Dugtrio-Alola'],['Field'],LC,,,,,,Diglett,Alola,,,,,,,,,,,,,,,,,,,,,,,
dugtrio,51,Dugtrio,0051_dugtrio,['Ground'],,,,,,,,,"{'hp': 35, 'atk': 100, 'def': 50, 'spa': 50, 'spd': 70, 'spe': 120}","{'0': 'Sand Veil', '1': 'Arena Trap', 'H': 'Sand Force'}",0.7,33.3,Brown,,['Field'],ZU,Diglett,26,['Dugtrio-Alola'],"['Dugtrio', 'Dugtrio-Alola']",,,,,,,,,,,,,,,,,,,,,,,,,,
dugtrioalola,51,Dugtrio-Alola,0051_dugtrio-alola,"['Ground', 'Steel']",,,,,,,,,"{'hp': 35, 'atk': 100, 'def': 60, 'spa': 50, 'spd': 70, 'spe': 110}","{'0': 'Sand Veil', '1': 'Tangling Hair', 'H': 'Sand Force'}",0.7,66.6,Brown,,['Field'],ZU,Diglett-Alola,26,,,,Dugtrio,Alola,,,,,,,,,,,,,,,,,,,,,,,
meowth,52,Meowth,0052_meowth,['Normal'],,,,,,,,,"{'hp': 40, 'atk': 45, 'def': 35, 'spa': 40, 'spd': 40, 'spe': 90}","{'0': 'Pickup', '1': 'Technician', 'H': 'Unnerve'}",0.4,4.2,Yellow,['Persian'],['Field'],LC,,,"['Meowth-Alola', 'Meowth-Galar']","['Meowth', 'Meowth-Alola', 'Meowth-Galar']",G-Max Gold Rush,,,,,,,,,,,,,,,,,,,,,,,,,
meowthalola,52,Meowth-Alola,0052_meowth-alola,['Dark'],,,,,,,,,"{'hp': 40, 'atk': 35, 'def': 35, 'spa': 50, 'spd': 40, 'spe': 90}","{'0': 'Pickup', '1': 'Technician', 'H': 'Rattled'}",0.4,4.2,Blue,['Persian-Alola'],['Field'],LC,,,,,,Meowth,Alola,,,,,,,,,,,,,,,,,,,,,,,
meowthgalar,52,Meowth-Galar,0052_meowth-galar,['Steel'],,,,,,,,,"{'hp': 50, 'atk': 65, 'def': 55, 'spa': 40, 'spd': 40, 'spe': 40}","{'0': 'Pickup', '1': 'Tough Claws', 'H': 'Unnerve'}",0.4,7.5,Brown,['Perrserker'],['Field'],LC,,,,,,Meowth,Galar,,,,,,,,,,,,,,,,,,,,,,,
meowthgmax,52,Meowth-Gmax,0052_meowth-gmax,['Normal'],,,,,,,,,"{'hp': 40, 'atk': 45, 'def': 35, 'spa': 40, 'spd': 40, 'spe': 90}","{'0': 'Pickup', '1': 'Technician', 'H': 'Unnerve'}",33,0,Yellow,,['Field'],Illegal,,,,,,Meowth,Gmax,,Past,Meowth,,,,,,,,,,,,,,,,,,,,
persian,53,Persian,0053_persian,['Normal'],,,,,,,,,"{'hp': 65, 'atk': 70, 'def': 60, 'spa': 65, 'spd': 65, 'spe': 115}","{'0': 'Limber', '1': 'Technician', 'H': 'Unnerve'}",1,32,Yellow,,['Field'],ZU,Meowth,28,['Persian-Alola'],"['Persian', 'Persian-Alola']",,,,,,,,,,,,,,,,,,,,,,,,,,
persianalola,53,Persian-Alola,0053_persian-alola,['Dark'],,,,,,,,,"{'hp': 65, 'atk': 60, 'def': 60, 'spa': 75, 'spd': 65, 'spe': 115}","{'0': 'Fur Coat', '1': 'Technician', 'H': 'Rattled'}",1.1,33,Blue,,['Field'],ZU,Meowth-Alola,,,,,Persian,Alola,,,,,levelFriendship,,,,,,,,,,,,,,,,,,
psyduck,54,Psyduck,0054_psyduck,['Water'],,,,,,,,,"{'hp': 50, 'atk': 52, 'def': 48, 'spa': 65, 'spd': 50, 'spe': 55}","{'0': 'Damp', '1': 'Cloud Nine', 'H': 'Swift Swim'}",0.8,19.6,Yellow,['Golduck'],"['Water 1', 'Field']",LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golduck,55,Golduck,0055_golduck,['Water'],,,,,,,,,"{'hp': 80, 'atk': 82, 'def': 78, 'spa': 95, 'spd': 80, 'spe': 85}","{'0': 'Damp', '1': 'Cloud Nine', 'H': 'Swift Swim'}",1.7,76.6,Blue,,"['Water 1', 'Field']",ZU,Psyduck,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mankey,56,Mankey,0056_mankey,['Fighting'],,,,,,,,,"{'hp': 40, 'atk': 80, 'def': 35, 'spa': 35, 'spd': 45, 'spe': 70}","{'0': 'Vital Spirit', '1': 'Anger Point', 'H': 'Defiant'}",0.5,28,Brown,['Primeape'],['Field'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
primeape,57,Primeape,0057_primeape,['Fighting'],,,,,,,,,"{'hp': 65, 'atk': 105, 'def': 60, 'spa': 60, 'spd': 70, 'spe': 95}","{'0': 'Vital Spirit', '1': 'Anger Point', 'H': 'Defiant'}",1,32,Brown,['Annihilape'],['Field'],ZU,Mankey,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
growlithe,58,Growlithe,0058_growlithe,['Fire'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 55, 'atk': 70, 'def': 45, 'spa': 70, 'spd': 50, 'spe': 60}","{'0': 'Intimidate', '1': 'Flash Fire', 'H': 'Justified'}",0.7,19,Brown,['Arcanine'],['Field'],LC,,,['Growlithe-Hisui'],"['Growlithe', 'Growlithe-Hisui']",,,,,,,,,,,,,,,,,,,,,,,,,,
growlithehisui,58,Growlithe-Hisui,0058_growlithe-hisui,"['Fire', 'Rock']",,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 60, 'atk': 75, 'def': 45, 'spa': 65, 'spd': 50, 'spe': 55}","{'0': 'Intimidate', '1': 'Flash Fire', 'H': 'Rock Head'}",0.8,22.7,Brown,['Arcanine-Hisui'],['Field'],LC,,,,,,Growlithe,Hisui,,,,,,,,,,,,,,,,,,,,,,,
arcanine,59,Arcanine,0059_arcanine,['Fire'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 90, 'atk': 110, 'def': 80, 'spa': 100, 'spd': 80, 'spe': 95}","{'0': 'Intimidate', '1': 'Flash Fire', 'H': 'Justified'}",1.9,155,Brown,,['Field'],PU,Growlithe,,['Arcanine-Hisui'],"['Arcanine', 'Arcanine-Hisui']",,,,,,,,useItem,,,Fire Stone,,,,,,,,,,,,,,,
arcaninehisui,59,Arcanine-Hisui,0059_arcanine-hisui,"['Fire', 'Rock']",,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 95, 'atk': 115, 'def': 80, 'spa': 95, 'spd': 80, 'spe': 90}","{'0': 'Intimidate', '1': 'Flash Fire', 'H': 'Rock Head'}",2,168,Brown,,['Field'],UU,Growlithe-Hisui,,,,,Arcanine,Hisui,,,,,useItem,,,Fire Stone,,,,,,,,,,,,,,,
poliwag,60,Poliwag,0060_poliwag,['Water'],,,,,,,,,"{'hp': 40, 'atk': 50, 'def': 40, 'spa': 40, 'spd': 40, 'spe': 90}","{'0': 'Water Absorb', '1': 'Damp', 'H': 'Swift Swim'}",0.6,12.4,Blue,['Poliwhirl'],['Water 1'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poliwhirl,61,Poliwhirl,0061_poliwhirl,['Water'],,,,,,,,,"{'hp': 65, 'atk': 65, 'def': 65, 'spa': 50, 'spd': 50, 'spe': 90}","{'0': 'Water Absorb', '1': 'Damp', 'H': 'Swift Swim'}",1,20,Blue,"['Poliwrath', 'Politoed']",['Water 1'],NFE,Poliwag,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poliwrath,62,Poliwrath,0062_poliwrath,"['Water', 'Fighting']",,,,,,,,,"{'hp': 90, 'atk': 95, 'def': 95, 'spa': 70, 'spd': 90, 'spe': 70}","{'0': 'Water Absorb', '1': 'Damp', 'H': 'Swift Swim'}",1.3,54,Blue,,['Water 1'],ZU,Poliwhirl,,,,,,,,,,,useItem,,,Water Stone,,,,,,,,,,,,,,,
abra,63,Abra,0063_abra,['Psychic'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 25, 'atk': 20, 'def': 15, 'spa': 105, 'spd': 55, 'spe': 90}","{'0': 'Synchronize', '1': 'Inner Focus', 'H': 'Magic Guard'}",0.9,19.5,Brown,['Kadabra'],['Human-Like'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
kadabra,64,Kadabra,0064_kadabra,['Psychic'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 40, 'atk': 35, 'def': 30, 'spa': 120, 'spd': 70, 'spe': 105}","{'0': 'Synchronize', '1': 'Inner Focus', 'H': 'Magic Guard'}",1.3,56.5,Brown,['Alakazam'],['Human-Like'],Illegal,Abra,16,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
alakazam,65,Alakazam,0065_alakazam,['Psychic'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 55, 'atk': 50, 'def': 45, 'spa': 135, 'spd': 95, 'spe': 120}","{'0': 'Synchronize', '1': 'Inner Focus', 'H': 'Magic Guard'}",1.5,48,Brown,,['Human-Like'],Illegal,Kadabra,,['Alakazam-Mega'],"['Alakazam', 'Alakazam-Mega']",,,,,Past,,,trade,,,,,,,,,,,,,,,,,,
alakazammega,65,Alakazam-Mega,0065_alakazam-mega,['Psychic'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 55, 'atk': 50, 'def': 65, 'spa': 175, 'spd': 105, 'spe': 150}",{'0': 'Trace'},1.2,48,Brown,,['Human-Like'],Illegal,,,,,,Alakazam,Mega,Alakazite,Past,,,,,,,,,,,,,,,,,,,,,
machop,66,Machop,0066_machop,['Fighting'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 70, 'atk': 80, 'def': 50, 'spa': 35, 'spd': 35, 'spe': 35}","{'0': 'Guts', '1': 'No Guard', 'H': 'Steadfast'}",0.8,19.5,Gray,['Machoke'],['Human-Like'],Illegal,,,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
machoke,67,Machoke,0067_machoke,['Fighting'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 80, 'atk': 100, 'def': 70, 'spa': 50, 'spd': 60, 'spe': 45}","{'0': 'Guts', '1': 'No Guard', 'H': 'Steadfast'}",1.5,70.5,Gray,['Machamp'],['Human-Like'],Illegal,Machop,28,,,,,,,Past,,,,,,,,,,,,,,,,,,,,,
machamp,68,Machamp,0068_machamp,['Fighting'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 90, 'atk': 130, 'def': 80, 'spa': 65, 'spd': 85, 'spe': 55}","{'0': 'Guts', '1': 'No Guard', 'H': 'Steadfast'}",1.6,130,Gray,,['Human-Like'],Illegal,Machoke,,,,G-Max Chi Strike,,,,Past,,,trade,,,,,,,,,,,,,,,,,,
machampgmax,68,Machamp-Gmax,0068_machamp-gmax,['Fighting'],,"{'M': 0.75, 'F': 0.25}",,,,,,,"{'hp': 90, 'atk': 130, 'def': 80, 'spa': 65, 'spd': 85, 'spe': 55}","{'0': 'Guts', '1': 'No Guard', 'H': 'Steadfast'}",25,0,Gray,,['Human-Like'],Illegal,,,,,,Machamp,Gmax,,Past,Machamp,,,,,,,,,,,,,,,,,,,,
bellsprout,69,Bellsprout,0069_bellsprout,"['Grass', 'Poison']",,,,,,,,,"{'hp': 50, 'atk': 75, 'def': 35, 'spa': 70, 'spd': 30, 'spe': 40}","{'0': 'Chlorophyll', 'H': 'Gluttony'}",0.7,4,Green,['Weepinbell'],['Grass'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weepinbell,70,Weepinbell,0070_weepinbell,"['Grass', 'Poison']",,,,,,,,,"{'hp': 65, 'atk': 90, 'def': 50, 'spa': 85, 'spd': 45, 'spe': 55}","{'0': 'Chlorophyll', 'H': 'Gluttony'}",1,6.4,Green,['Victreebel'],['Grass'],NFE,Bellsprout,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victreebel,71,Victreebel,0071_victreebel,"['Grass', 'Poison']",,,,,,,,,"{'hp': 80, 'atk': 105, 'def': 65, 'spa': 100, 'spd': 70, 'spe': 70}","{'0': 'Chlorophyll', 'H': 'Gluttony'}",1.7,15.5,Green,,['Grass'],ZU,Weepinbell,,['Victreebel-Mega'],"['Victreebel', 'Victreebel-Mega']",,,,,,,,useItem,,,Leaf Stone,,,,,,,,,,,,,,,
victreebelmega,71,Victreebel-Mega,0071_victreebel-mega,"['Grass', 'Poison']",,,,,,,,,"{'hp': 80, 'atk': 125, 'def': 85, 'spa': 135, 'spd': 95, 'spe': 70}","{'0': 'Chlorophyll', 'H': 'Gluttony'}",4.5,125.5,Green,,['Grass'],Illegal,,,,,,Victreebel,Mega,Victreebelite,Future,,,,,9,,,,,,,,,,,,,,,,
tentacool,72,Tentacool,0072_tentacool,"['Water', 'Poison']",,,,,,,,,"{'hp': 40, 'atk': 40, 'def': 35, 'spa': 50, 'spd': 100, 'spe': 70}","{'0': 'Clear Body', '1': 'Liquid Ooze', 'H': 'Rain Dish'}",0.9,45.5,Blue,['Tentacruel'],['Water 3'],LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tentacruel,73,Tentacruel,0073_tentacruel,"['Water', 'Poison']",,,,,,,,,"{'hp': 80, 'atk': 70, 'def': 65, 'spa': 80, 'spd': 120, 'spe': 100}","{'0': 'Clear Body', '1': 'Liquid Ooze', 'H': 'Rain Dish'}",1.6,55,Blue,,['Water 3'],NU,Tentacool,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geodude,74,Geodude,0074_geodude,"['Rock', 'Ground']",,,,,,,,,"{'hp': 40, 'atk': 80, 'def': 100, 'spa': 30, 'spd': 30, 'spe': 20}","{'0': 'Rock Head', '1': 'Sturdy', 'H': 'Sand Veil'}",0.4,20,Brown,['Graveler'],['Mineral'],LC,,,['Geodude-Alola'],"['Geodude', 'Geodude-Alola']",,,,,,,,,,,,,,,,,,,,,,,,,,
geodudealola,74,Geodude-Alola,0074_geodude-alola,"['Rock', 'Electric']",,,,,,,,,"{'hp': 40, 'atk': 80, 'def': 100, 'spa': 30, 'spd': 30, 'spe': 20}","{'0': 'Magnet Pull', '1': 'Sturdy', 'H': 'Galvanize'}",0.4,20.3,Gray,['Graveler-Alola'],['Mineral'],LC,,,,,,Geodude,Alola,,,,,,,,,,,,,,,,,,,,,,,
graveler,75,Graveler,0075_graveler,"['Rock', 'Ground']",,,,,,,,,"{'hp': 55, 'atk': 95, 'def': 115, 'spa': 45, 'spd': 45, 'spe': 35}","{'0': 'Rock Head', '1': 'Sturdy', 'H': 'Sand Veil'}",1,105,Brown,['Golem'],['Mineral'],NFE,Geodude,25,['Graveler-Alola'],"['Graveler', 'Graveler-Alola']",,,,,,,,,,,,,,,,,,,,,,,,,,
graveleralola,75,Graveler-Alola,0075_graveler-alola,"['Rock', 'Electric']",,,,,,,,,"{'hp': 55, 'atk': 95, 'def': 115, 'spa': 45, 'spd': 45, 'spe': 35}","{'0': 'Magnet Pull', '1': 'Sturdy', 'H': 'Galvanize'}",1,110,Gray,['Golem-Alola'],['Mineral'],NFE,Geodude-Alola,25,,,,Graveler,Alola,,,,,,,,,,,,,,,,,,,,,,,
golem,76,Golem,0076_golem,"['Rock', 'Ground']",,,,,,,,,"{'hp': 80, 'atk': 120, 'def': 130, 'spa': 55, 'spd': 65, 'spe': 45}","{'0': 'Rock Head', '1': 'Sturdy', 'H': 'Sand Veil'}",1.4,300,Brown,,['Mineral'],ZU,Graveler,,['Golem-Alola'],"['Golem', 'Golem-Alola']",,,,,,,,trade,,,,,,,,,,,,,,,,,,
golemalola,76,Golem-Alola,0076_golem-alola,"['Rock', 'Electric']",,,,,,,,,"{'hp': 80, 'atk': 120, 'def': 130, 'spa': 55, 'spd': 65, 'spe': 45}","{'0': 'Magnet Pull', '1': 'Sturdy', 'H': 'Galvanize'}",1.7,316,Gray,,['Mineral'],ZU,Graveler-Alola,,,,,Golem,Alola,,,,,trade,,,,,,,,,,,,,,,,,,
ponyta,77,Ponyta,0077_ponyta,['Fire'],,,,,,,,,"{'hp': 50, 'atk': 85, 'def': 55, 'spa': 65, 'spd': 65, 'spe': 90}","{'0': 'Run Away', '1': 'Flash Fire', 'H': 'Flame Body'}",1,30,Yellow,['Rapidash'],['Field'],Illegal,,,['Ponyta-Galar'],"['Ponyta', 'Ponyta-Galar']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
ponytagalar,77,Ponyta-Galar,0077_ponyta-galar,['Psychic'],,,,,,,,,"{'hp': 50, 'atk': 85, 'def': 55, 'spa': 65, 'spd': 65, 'spe': 90}","{'0': 'Run Away', '1': 'Pastel Veil', 'H': 'Anticipation'}",0.8,24,White,['Rapidash-Galar'],['Field'],Illegal,,,,,,Ponyta,Galar,,Past,,,,,,,,,,,,,,,,,,,,,
rapidash,78,Rapidash,0078_rapidash,['Fire'],,,,,,,,,"{'hp': 65, 'atk': 100, 'def': 70, 'spa': 80, 'spd': 80, 'spe': 105}","{'0': 'Run Away', '1': 'Flash Fire', 'H': 'Flame Body'}",1.7,95,Yellow,,['Field'],Illegal,Ponyta,40,['Rapidash-Galar'],"['Rapidash', 'Rapidash-Galar']",,,,,Past,,,,,,,,,,,,,,,,,,,,,
rapidashgalar,78,Rapidash-Galar,0078_rapidash-galar,"['Psychic', 'Fairy']",,,,,,,,,"{'hp': 65, 'atk': 100, 'def': 70, 'spa': 80, 'spd': 80, 'spe': 105}","{'0': 'Run Away', '1': 'Pastel Veil', 'H': 'Anticipation'}",1.7,80,White,,['Field'],Illegal,Ponyta-Galar,40,,,,Rapidash,Galar,,Past,,,,,,,,,,,,,,,,,,,,,
slowpoke,79,Slowpoke,0079_slowpoke,"['Water', 'Psychic']",,,,,,,,,"{'hp': 90, 'atk': 65, 'def': 65, 'spa': 40, 'spd': 40, 'spe': 15}","{'0': 'Oblivious', '1': 'Own Tempo', 'H': 'Regenerator'}",1.2,36,Pink,"['Slowbro', 'Slowking']","['Monster', 'Water 1']",LC,,,['Slowpoke-Galar'],"['Slowpoke', 'Slowpoke-Galar']",,,,,,,,,,,,,,,,,,,,,,,,,,
